Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
CXOU_J052215-481816               5:22:15.24  -48:18:16.2  0.2960  1.048 0.144   5.771 1.264  4.445e+14 1.839e+14  0.458 0.062   5.591 1.175  1.855e+14 7.576e+13  1.401e+44 1.155e+43      -      -        -      -    1.700e+00 1.911e+00  6.122e-01 5.327e-01  4.922e-03 3.788e-02  2.523e-03 6.640e-05  4.320e-02 1.137e-03  0.4424   3.7117     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
Centaurus_Cluster                12:48:49.27  -41:18:39.5  0.0114  0.878 0.023   3.215 0.010  2.005e+14 1.574e+13  0.381 0.007   3.139 0.009  8.157e+13 4.204e+12  1.652e+43 5.194e+40    2.934  0.040    6.137  0.022  8.188e+00 2.193e-01  5.821e-02 6.966e-03  2.756e-02 2.650e-03  2.186e-03 5.754e-05  4.607e-02 1.212e-03  0.1024  -2.9168    3.70   0.95  387.43  56.96  1.37 0.09   0.289  0.069      -         -         -          -         -         -      -         -         -          -         -         -      -  
ClG_1137.5+6625                  11:40:22.45   66:08:15.5  0.7820  0.717 0.083   4.682 0.648  2.436e+14 8.466e+13  0.334 0.035   5.159 0.632  1.237e+14 3.909e+13  9.549e+44 4.639e+43    9.659  0.694   32.865  1.935  9.714e-02 1.823e-01  1.055e-02 2.237e-02  1.414e-03 4.560e-03  2.568e-03 6.757e-05  5.311e-02 1.398e-03  0.1167   3.5644     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ClG_2153.8+3746                  21:55:52.20   38:00:24.6  0.2920  1.337 0.058   9.099 0.369  9.193e+14 1.192e+14  0.608 0.021   9.341 0.377  4.323e+14 4.377e+13  1.582e+45 1.746e+43    5.266  0.177    8.454  0.167  1.063e+01 8.626e-01  1.659e-01 4.894e-02  1.708e-02 8.703e-03  4.028e-03 1.060e-04  7.643e-02 2.011e-03  0.1562   1.3614   25.09  11.47  201.47  16.66  0.72 0.05   2.140  0.286    0.416   1.384e+14 8.988e+12  2.402e+13 1.915e+11  0.1735 0.0114   2.057e+14 1.376e+13  4.940e+13 3.920e+11  0.2401 0.0162
Cl_0016+16                        0:18:33.50   16:26:13.0  0.5410  1.237 0.092  10.124 0.853  9.528e+14 2.132e+14  0.557 0.036  10.188 0.823  4.356e+14 8.475e+13  2.562e+45 4.923e+43    3.664  0.185    4.281  0.196  1.087e+00 4.704e-01  1.385e-01 6.831e-02  3.115e-03 5.722e-03  3.367e-03 8.861e-05  4.478e-02 1.178e-03  0.1556   2.4251  187.90   9.88   35.87   7.16  1.66 0.13   8.222  2.167    0.471   2.630e+14 2.687e+13  3.946e+13 5.040e+11  0.1501 0.0155   3.293e+14 3.364e+13  5.188e+13 7.448e+11  0.1576 0.0163
Cygnus_A                         19:59:28.38   40:44:02.0  0.0561  1.307 0.033   7.055 0.085  6.860e+14 5.127e+13  0.612 0.012   7.693 0.127  3.518e+14 2.055e+13  4.802e+44 1.901e+42    3.990  0.047   14.465  0.068  3.691e+01 1.422e+00  9.323e-01 7.553e-02  1.301e-01 1.648e-02  1.555e-03 4.093e-05  5.238e-02 1.378e-03  0.1168   4.0471     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ESO3060170-A                      5:40:06.69  -40:50:12.8  0.0358  0.805 0.029   2.775 0.090  1.577e+14 1.680e+13  0.352 0.009   2.782 0.087  6.598e+13 5.103e+12  3.208e+43 8.275e+41    4.991  0.258   17.138  0.362  1.355e+00 1.122e+00  2.981e+00 4.964e-01  1.728e-02 2.190e-02  1.114e-03 2.933e-05  7.430e-02 1.955e-03  0.2957   1.5368    4.70   0.60  620.65 194.06  1.42 0.13   0.157  0.019      -         -         -          -         -         -      -         -         -          -         -         -      -  
ESO_351-_G_021                    0:54:59.92  -35:19:17.2  0.0571  0.510 0.039   1.187 0.096  4.067e+13 9.382e+12  0.228 0.009   1.282 0.055  1.829e+13 2.193e+12  6.319e+42 4.551e+41   10.651  0.664      -      -    7.640e-01 8.475e-01  4.223e-02 6.488e-02  6.830e-03 1.534e-02  1.748e-03 4.600e-05  8.008e-02 2.107e-03  0.1382   2.8913    7.30   0.77  185.98  19.17  1.50 0.09   0.255  0.036    0.220   1.635e+13 1.041e+12      -         -         -      -     1.711e+13 1.081e+12      -         -         -      -  
ESO_552-_G_020                    4:54:52.32  -18:06:56.5  0.0314  0.725 0.039   2.271 0.159  1.147e+14 1.839e+13  0.316 0.013   2.278 0.135  4.742e+13 5.689e+12  1.172e+43 4.823e+41    6.255  0.443      -      -    5.294e+00 3.285e+00  5.486e-01 3.824e-01  4.909e-04 1.341e-02  1.309e-03 3.445e-05  4.258e-02 1.120e-03  0.7847  -2.8598    0.00  30.46  171.74  20.76  0.49 0.22   1.757  0.439    0.303   4.191e+13 7.394e+12      -         -         -      -     4.260e+13 7.492e+12      -         -         -      -  
FBQS_J074417.4+375317             7:44:17.46   37:53:17.1  1.0686  0.775 0.101   7.360 0.956  4.253e+14 1.678e+14  0.321 0.028   6.427 0.533  1.511e+14 3.908e+13  4.125e+45 6.002e+43   51.148  1.269   56.200  1.388  3.887e+00 4.686e-01  1.108e-03 3.634e-03  1.954e-04 6.983e-04  7.233e-03 1.903e-04  3.396e-02 8.936e-04  0.9949   2.6585     -      -       -      -     -    -       -      -      0.267   8.686e+13 3.284e+12  1.329e+13 2.298e+11  0.1530 0.0064   1.036e+14 4.096e+12  1.750e+13 3.154e+11  0.1690 0.0073
Fornax_Cluster                    3:38:29.05  -35:27:01.6  0.0046  0.571 0.031   1.422 0.007  5.474e+13 8.985e+12  0.244 0.007   1.397 0.008  2.146e+13 1.914e+12  4.800e+41 1.049e+40    9.427  0.286   11.284  0.178  9.392e+00 1.931e+00  1.030e-03 1.793e-02  2.238e-02 1.903e-02  1.578e-03 4.152e-05  8.173e-02 2.151e-03  0.0604   1.3120     -      -       -      -     -    -       -      -      0.141   4.136e+12 8.538e+12      -         -         -      -     8.828e+06 6.295e+12      -         -         -      -  
G113.82+44.35                    14:13:52.78   71:18:03.1  0.2257  1.100 0.084   5.915 0.728  4.790e+14 1.103e+14  0.495 0.039   6.053 0.754  2.184e+14 5.166e+13  3.452e+44 1.434e+43    4.105  0.525    6.859  0.685  5.906e+01 1.217e+01  2.219e+00 1.004e+00  1.886e-01 1.448e-01  4.882e-03 1.285e-04  5.217e-02 1.373e-03  0.9959  -5.3199     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
G115.71+17.52                    22:26:30.64   78:19:16.5  0.4000  0.969 0.100   5.520 0.849  3.916e+14 1.214e+14  0.445 0.049   5.884 0.941  1.905e+14 6.289e+13  1.424e+45 9.184e+43   11.379  0.957   14.202  1.120  1.491e+00 1.277e+00  3.525e-02 6.865e-02  4.399e-03 1.703e-02  3.227e-03 8.492e-05  6.777e-02 1.784e-03  0.1902   2.1306     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
G139.59+24.18                     6:21:48.99   74:42:05.1  0.2700  1.213 0.085   7.414 0.783  6.707e+14 1.414e+14  0.539 0.036   7.345 0.744  2.940e+14 5.879e+13  1.634e+45 4.132e+43    9.370  0.408   10.962  0.437  2.224e+00 1.111e+00  2.816e-01 1.442e-01  5.102e-04 4.065e-03  2.760e-03 7.263e-05  7.159e-02 1.884e-03  0.2601   0.7665    0.00   1.92  147.18   9.15  1.03 0.06   0.606  0.150    0.517   2.592e+14 1.947e+13  3.427e+13 5.564e+11  0.1322 0.0102   2.678e+14 2.103e+13  3.624e+13 5.883e+11  0.1353 0.0108
G345.40-39.34                    20:51:56.92  -52:37:46.7  0.0472  0.767 0.033   2.554 0.129  1.375e+14 1.797e+13  0.328 0.013   2.462 0.150  5.380e+13 6.499e+12  8.184e+42 6.301e+41   19.649  3.157      -      -    1.305e+00 2.147e+00  2.587e-02 1.271e-01  5.512e-02 9.321e-02  1.533e-03 4.034e-05  6.294e-02 1.656e-03  0.1787   2.2724     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
GALEX_J094712.4+762313            9:47:12.69   76:23:13.4  0.3541  1.238 0.071   8.373 0.617  7.786e+14 1.345e+14  0.550 0.027   8.264 0.568  3.419e+14 5.120e+13  2.059e+45 2.826e+43   12.999  0.266   17.644  0.324  7.650e-03 1.893e-02  9.390e-02 2.165e-02  1.229e-04 4.931e-04  1.021e-03 2.687e-05  5.861e-02 1.542e-03  0.2862   3.3801   54.77   6.91   59.53  10.22  1.80 0.20   2.390  0.245    0.514   2.793e+14 8.207e+12  3.663e+13 4.457e+11  0.1311 0.0042   2.997e+14 8.653e+12  3.960e+13 5.192e+11  0.1321 0.0042
GMBCG_J029.95560-08.83299         1:59:49.45   -8:50:00.9  0.3220  1.339 0.078   9.387 0.670  9.512e+14 1.656e+14  0.603 0.029   9.457 0.623  4.343e+14 6.289e+13  1.924e+45 3.732e+43   10.434  0.249   13.696  0.288  1.692e-01 1.326e-01  8.727e-03 1.066e-02  3.578e-04 1.064e-03  1.825e-03 4.803e-05  7.691e-02 2.024e-03  0.0906  -0.9804   71.89  14.88  130.46  18.11  1.19 0.11   4.623  2.212    0.570   3.674e+14 1.553e+13  3.397e+13 4.657e+11  0.0924 0.0041   3.872e+14 1.709e+13  3.654e+13 5.409e+11  0.0944 0.0044
GMBCG_J179.81192+49.79669        11:59:13.87   49:47:39.6  0.3830  1.366 0.178  10.379 1.974  1.079e+15 4.230e+14  0.569 0.062   9.032 1.433  3.896e+14 1.275e+14  1.256e+45 5.078e+43  303.934 16.225    5.952  0.504  1.588e+01 4.497e+00  2.592e-01 2.381e-01  4.524e-02 4.443e-02  6.146e-03 1.617e-04  8.272e-02 2.177e-03  0.5901   6.2019     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
GMBCG_J215.94948+24.07846        14:23:47.76   24:04:40.4  0.5431  1.028 0.051   7.157 0.385  5.478e+14 8.082e+13  0.462 0.019   7.265 0.362  2.487e+14 3.151e+13  1.293e+45 1.904e+43   10.612  0.243   19.214  0.340  3.665e-02 3.679e-02  2.321e-02 1.124e-02  6.531e-04 1.102e-03  1.647e-03 4.334e-05  7.895e-02 2.078e-03  0.1686   5.2743   95.18   9.54   55.95  12.54  1.64 0.31   4.176  0.762    0.449   2.283e+14 4.997e+12  2.500e+13 3.222e+11  0.1095 0.0028   2.325e+14 5.216e+12  2.626e+13 3.385e+11  0.1130 0.0029
HCG_037                           9:13:39.49   29:59:33.9  0.0223  0.514 0.055   1.177 0.188  4.051e+13 1.299e+13  0.203 0.022   1.003 0.184  1.253e+13 4.099e+12  8.679e+40 2.645e+40    0.171  0.016   33.864  6.550  2.896e-02 4.847e-01  2.259e-02 9.347e-02  1.892e-05 1.475e-02  4.977e-03 1.310e-04  5.775e-02 1.520e-03  0.1930   3.7477     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
HCG_042                          10:00:14.23  -19:38:10.8  0.0133  0.414 0.033   0.776 0.016  2.096e+13 4.984e+12  0.183 0.008   0.825 0.025  9.040e+12 1.161e+12  4.647e+41 4.898e+40    5.866  0.484   22.169  0.995  4.032e-02 1.598e-01  1.929e-01 1.308e-01  2.253e-03 6.956e-03  1.443e-03 3.797e-05  6.338e-02 1.668e-03  0.2522   3.9908    6.34   1.88  297.02 151.65  1.36 0.30   0.390  0.057    0.590   3.041e+14 1.002e+14      -         -         -      -     8.812e+13 2.795e+13      -         -         -      -  
HCG_051                          11:22:26.35   24:17:55.1  0.0258  0.550 0.032   1.347 0.024  4.986e+13 8.675e+12  0.235 0.008   1.321 0.026  1.950e+13 1.915e+12  1.738e+42 9.772e+40   10.878  1.259      -      -    1.705e+00 1.342e+00  1.759e-01 1.761e-01  5.201e-03 1.619e-02  2.348e-03 6.179e-05  7.338e-02 1.931e-03  0.1253   3.5268    0.00   2.01  149.71  11.72  0.78 0.10   0.311  0.037    0.291   3.691e+13 1.265e+13      -         -         -      -     4.127e+13 1.445e+13      -         -         -      -  
HCG_059                          11:48:27.48   12:43:39.0  0.0135  0.846 0.458   3.000 3.000  1.793e+14 3.196e+14  0.371 0.208   3.000 3.000  7.558e+13 1.406e+14  1.197e+40 6.040e+39    1.000  0.022      -      -    1.833e-03 3.364e-01  5.817e-02 1.489e-01  2.544e-02 5.363e-02  4.325e-03 1.138e-04  7.377e-02 1.941e-03  0.2483  -3.0842     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
HCG_097                          23:47:23.02   -2:18:01.8  0.0218  0.458 0.043   0.954 0.108  2.871e+13 8.091e+12  0.197 0.014   0.955 0.103  1.149e+13 2.433e+12  1.332e+42 8.738e+40      -      -        -      -    1.195e+00 1.230e+00  1.210e-01 1.550e-01  2.022e-02 3.678e-02  1.976e-03 5.201e-05  7.499e-02 1.973e-03  0.3018   3.9764    4.47   1.33   80.31   4.31  0.81 0.07   0.281  0.049    0.108   1.865e+12 1.650e+12      -         -         -      -     7.423e+12 1.371e+12      -         -         -      -  
Hercules_A                       16:51:08.16    4:59:32.4  0.1550  0.893 0.028   3.741 0.129  2.393e+14 2.221e+13  0.419 0.008   4.206 0.082  1.237e+14 7.233e+12  3.496e+44 3.308e+42    5.418  0.190   15.461  0.205  1.182e-01 1.010e-01  9.011e-02 3.512e-02  2.383e-04 1.299e-03  9.662e-04 2.543e-05  7.583e-02 1.996e-03  0.1731   6.2832   23.05  13.72  126.22  15.30  0.68 0.13   2.055  0.616    0.321   5.542e+13 3.929e+12  9.654e+12 7.978e+10  0.1742 0.0124   6.881e+13 6.199e+12  1.470e+13 1.424e+11  0.2136 0.0194
Hydra_A                           9:18:05.99  -12:05:43.9  0.0549  0.986 0.021   4.138 0.036  2.938e+14 1.883e+13  0.431 0.007   4.073 0.026  1.231e+14 5.739e+12  3.072e+44 8.995e+41    1.730  0.043    8.967  0.039  6.476e+00 2.081e-01  1.267e-01 1.061e-02  1.040e-01 5.095e-03  1.268e-03 3.336e-05  4.640e-02 1.221e-03  0.1575  -2.4173    7.93   0.84  106.50   1.27  0.96 0.02   0.486  0.384      -         -         -          -         -         -      -         -         -          -         -         -      -  
Hydra_Cluster                    10:36:42.83  -27:31:42.1  0.0126  0.894 0.023   3.333 0.031  2.117e+14 1.631e+13  0.396 0.007   3.381 0.045  9.215e+13 4.951e+12  1.704e+43 1.603e+41    1.954  0.141    3.854  0.042      -         -          -         -          -         -          -         -          -         -      0.1436  -0.2084    0.00  34.33  171.42  13.14  0.37 0.21   1.199  0.302      -         -         -          -         -         -      -         -         -          -         -         -      -  
IC_1262                          17:33:03.25   43:45:37.3  0.0326    -     -       -     -        -         -        -     -       -     -        -         -      2.435e+43 3.980e+41      -      -        -      -        -         -          -         -          -         -          -         -          -         -      0.1067   2.7364     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
IC_1365                          21:13:55.74    2:33:54.6  0.0493  0.988 0.037   4.135 0.238  2.949e+14 3.341e+13  0.429 0.017   4.028 0.265  1.206e+14 1.468e+13  8.046e+43 2.623e+42    2.178  0.240      -      -    7.290e+02 5.643e+01  4.349e+01 5.395e+00  4.279e+00 9.043e-01  3.628e-03 9.548e-05  5.517e-02 1.452e-03  0.9941  -0.7612  198.83  13.10   40.99  12.86  1.72 0.26  11.910  5.248    0.509   2.012e+14 3.990e+13      -         -         -      -     1.563e+14 2.389e+13      -         -         -      -  
IC_1633                           1:09:55.50  -45:55:51.8  0.0243  0.929 0.027   3.607 0.117  2.393e+14 2.097e+13  0.422 0.013   3.825 0.186  1.124e+14 1.058e+13  1.083e+43 2.321e+41    9.521  0.545      -      -    3.716e+01 8.789e+00  4.092e-02 1.218e-01  3.239e-02 5.401e-02  1.669e-03 4.392e-05  4.913e-02 1.293e-03  0.0088   1.7117    1.84   1.17  269.58  15.89  0.87 0.04   0.055  0.005    0.822   8.310e+14 1.380e+14      -         -         -      -     2.919e+14 4.099e+13      -         -         -      -  
IC_1880_GROUP                     3:06:28.52   -9:43:51.4  0.0338  0.752 0.209   2.440 1.236  1.284e+14 1.097e+14  0.294 0.054   1.989 0.638  3.810e+13 2.114e+13  3.365e+42 4.069e+41    0.475  0.022      -      -    4.830e-01 1.233e+00  1.834e-02 1.404e-01  4.782e-02 1.029e-01  1.652e-03 4.347e-05  7.057e-02 1.857e-03  0.1617  -0.5447    4.61   0.71  200.79  19.30  1.41 0.09   0.422  0.070      -         -         -          -         -         -      -         -         -          -         -         -      -  
III_Zw_054                        3:41:17.49   15:23:54.7  0.0290  0.731 0.031   2.309 0.090  1.172e+14 1.505e+13  0.335 0.009   2.516 0.082  5.623e+13 4.605e+12  2.512e+43 7.006e+41    1.162  0.141   16.471  0.504  3.015e+01 5.387e+00  9.472e-02 1.138e-01  1.749e-02 3.075e-02  2.007e-03 5.281e-05  7.560e-02 1.989e-03  0.1126  -4.0074   67.83   9.21   72.16  11.61  1.14 0.23   5.741  2.962    0.332   5.493e+13 4.545e+12      -         -         -      -     5.539e+13 4.573e+12      -         -         -      -  
LCDCS_0829                       13:47:30.59  -11:45:10.0  0.4510  1.600 0.113  14.992 0.825  1.867e+15 3.967e+14  0.718 0.031  14.738 0.610  8.430e+14 1.099e+14  5.181e+45 4.530e+43   12.871  0.110   14.468  0.118  4.832e+00 2.437e-01  7.609e-02 9.442e-03  5.233e-03 1.508e-03  5.062e-03 1.332e-04  7.588e-02 1.997e-03  0.2107   4.6961  126.44  40.43   64.26  47.79  1.98 0.95   5.037  1.665    0.710   8.138e+14 2.349e+13  9.445e+13 5.714e+11  0.1161 0.0034   8.193e+14 2.412e+13  9.582e+13 6.283e+11  0.1170 0.0035
LCDCS_0954                       14:20:28.33  -11:34:13.7  0.6700  0.767 0.215   4.721 1.737  2.630e+14 2.268e+14  0.213 0.057   2.021 0.681  2.810e+13 2.305e+13  2.510e+44 4.222e+43    0.205  0.025      -      -        -         -          -         -          -         -          -         -          -         -      0.5524  -0.3063     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS0140.0-0555                   1:40:01.56   -5:55:08.7  0.4541  1.095 0.097   7.351 0.909  6.002e+14 1.597e+14  0.476 0.039   7.015 0.804  2.471e+14 6.111e+13  1.112e+45 4.623e+43    6.279  0.560    7.847  0.654  2.474e+00 1.410e+00  1.786e-01 1.458e-01  9.202e-03 1.958e-02  3.685e-03 9.698e-05  6.956e-02 1.830e-03  0.2573   3.6126     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0011.7-1523                 0:11:42.96  -15:23:20.8  0.3780  1.011 0.051   5.850 0.406  4.345e+14 6.614e+13  0.451 0.022   5.889 0.398  1.925e+14 2.802e+13  1.176e+45 2.364e+43    5.701  0.274   12.224  0.388  7.747e-02 1.130e-01  7.539e-02 4.184e-02  8.848e-04 2.622e-03  1.781e-03 4.687e-05  8.314e-02 2.188e-03  0.1741   6.2832    0.00   0.43  148.11  15.32  0.74 0.08   1.113  0.150    0.480   2.331e+14 1.187e+13  2.673e+13 3.955e+11  0.1147 0.0061   2.201e+14 1.057e+13  2.455e+13 3.633e+11  0.1115 0.0056
MACS_J0025.4-1222                 0:25:29.69  -12:22:33.9  0.5843  1.029 0.069   7.482 0.607  5.752e+14 1.166e+14  0.470 0.029   7.809 0.595  2.748e+14 5.064e+13  1.341e+45 4.533e+43    2.725  0.237    5.878  0.349  4.102e+00 9.144e-01  2.815e-01 1.056e-01  9.282e-03 8.855e-03  4.984e-03 1.312e-04  8.196e-02 2.157e-03  0.3036   3.5687    0.00  27.57   99.24  31.74  0.91 0.20   3.613 42.881    0.307   7.647e+13 5.120e+12  1.322e+13 2.174e+11  0.1729 0.0119   1.508e+14 1.150e+13  3.106e+13 4.520e+11  0.2060 0.0160
MACS_J0111.5+0855                 1:11:31.37    8:55:40.4  0.2630  0.850 0.120   3.768 0.862  2.295e+14 9.775e+13  0.372 0.054   3.717 0.847  9.590e+13 4.188e+13  1.252e+44 7.897e+42      -      -        -      -    1.819e-01 8.535e-01  3.150e-02 1.116e-01  1.718e-02 4.945e-02  1.617e-03 4.256e-05  7.369e-02 1.939e-03  0.0862   1.6437     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0242.6-2132                 2:42:35.91  -21:32:26.3  0.3140  0.998 0.087   5.351 0.721  3.905e+14 1.019e+14  0.459 0.040   5.709 0.763  1.896e+14 5.016e+13  1.188e+45 4.573e+43   15.195  0.604   18.059  0.676  2.509e-02 8.827e-02  3.181e-03 1.361e-02  1.347e-03 5.789e-03  1.138e-03 2.996e-05  6.389e-02 1.681e-03  0.0988  -5.8604   30.67   4.66   68.05   6.15  1.45 0.08   1.884  0.383    0.419   1.443e+14 8.904e+12  2.260e+13 4.557e+11  0.1566 0.0102   1.632e+14 9.380e+12  2.533e+13 5.106e+11  0.1552 0.0095
MACS_J0257-2325                   2:57:09.13  -23:26:05.9  0.5049  1.227 0.114   9.614 1.150  8.940e+14 2.490e+14  0.570 0.050  10.221 1.197  4.468e+14 1.182e+14  1.863e+45 5.063e+43   11.310  0.510    9.486  0.462  9.695e-01 7.336e-01  1.528e-01 8.751e-02  3.393e-03 6.324e-03  3.516e-03 9.252e-05  6.771e-02 1.782e-03  0.2508  -0.0794   98.92   9.69  101.64  11.16  1.32 0.09   5.074  1.308      -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0308.9+2645                 3:08:55.93   26:45:38.3  0.3240  1.342 0.109   9.462 1.087  9.606e+14 2.341e+14  0.603 0.043   9.471 0.999  4.349e+14 9.423e+13  1.951e+45 3.979e+43    7.524  0.312    6.588  0.289  1.309e+00 6.630e-01  3.614e-02 4.433e-02  2.824e-03 6.826e-03  2.552e-03 6.717e-05  7.262e-02 1.911e-03  0.0580  -6.2660  152.41  12.62   94.17  12.90  1.24 0.09   6.172  1.731    0.557   3.435e+14 2.293e+13  4.270e+13 7.286e+11  0.1243 0.0086   3.534e+14 2.418e+13  4.894e+13 8.001e+11  0.1385 0.0097
MACS_J0329.6-0211                 3:29:41.68   -2:11:47.7  0.4500  1.090 0.055   7.241 0.433  5.886e+14 8.840e+13  0.486 0.020   7.253 0.386  2.619e+14 3.303e+13  1.266e+45 2.232e+43    9.355  0.362   15.674  0.469  5.630e-01 2.701e-01  1.017e-02 1.273e-02  3.556e-04 1.555e-03  2.458e-03 6.469e-05  5.052e-02 1.329e-03  0.1134   1.1046   93.94   8.45   52.07   8.20  1.57 0.13   5.095  0.903    0.439   1.928e+14 6.212e+12  2.591e+13 3.803e+11  0.1343 0.0048   2.154e+14 7.160e+12  2.952e+13 4.681e+11  0.1371 0.0050
MACS_J0358.8-2955                 3:58:54.30  -29:55:33.4  0.4250  1.196 0.062   8.425 0.493  7.580e+14 1.185e+14  0.548 0.024   8.787 0.483  3.643e+14 4.790e+13  2.485e+45 4.754e+43    3.674  0.199    7.657  0.267  1.420e+01 1.426e+00  4.820e-01 1.110e-01  3.269e-02 1.190e-02  5.917e-03 1.557e-04  8.677e-02 2.283e-03  0.3031   2.5177     -      -       -      -     -    -       -      -      0.521   3.130e+14 1.686e+13  4.309e+13 6.048e+11  0.1377 0.0077   3.278e+14 1.695e+13  4.631e+13 6.500e+11  0.1413 0.0076
MACS_J0404.6+1109                 4:04:33.51   11:07:57.4  0.3548  1.082 0.122   6.495 1.121  5.202e+14 1.768e+14  0.491 0.062   6.714 1.272  2.426e+14 9.252e+13  4.725e+44 2.646e+43   11.815  1.319    8.632  1.046      -         -          -         -          -         -          -         -          -         -      0.0648  -6.2307     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0416.1-2403                 4:16:09.44  -24:03:55.8  0.4200  1.220 0.086   8.688 0.806  7.989e+14 1.701e+14  0.550 0.035   8.818 0.774  3.666e+14 7.063e+13  1.304e+45 4.128e+43    4.496  0.320    5.749  0.357  5.753e+00 1.541e+00  1.232e+00 3.032e-01  1.120e-01 4.725e-02  4.031e-03 1.061e-04  7.695e-02 2.025e-03  0.4333   2.2217     -      -       -      -     -    -       -      -      0.531   3.296e+14 6.232e+13  3.612e+13 6.703e+11  0.1096 0.0208   3.422e+14 6.728e+13  3.855e+13 7.155e+11  0.1127 0.0222
MACS_J0417.5-1154                 4:17:34.69  -11:54:32.7  0.4400  1.392 0.083  11.390 0.615  1.214e+15 2.174e+14  0.624 0.027  11.308 0.559  5.470e+14 7.148e+13  3.447e+45 5.407e+43    6.716  0.194    8.966  0.207  4.045e+00 5.945e-01  9.818e-01 1.020e-01  6.214e-02 1.273e-02  3.515e-03 9.251e-05  6.283e-02 1.653e-03  0.5092   4.1169   32.42  10.36  149.45  16.53  1.07 0.12   1.394  0.310    0.473   2.388e+14 6.969e+12  4.581e+13 6.273e+11  0.1918 0.0062   3.166e+14 9.627e+12  7.419e+13 8.555e+11  0.2343 0.0076
MACS_J0429.6-0253                 4:29:36.09   -2:53:09.0  0.3990  1.090 0.096   6.871 0.887  5.568e+14 1.482e+14  0.491 0.044   7.001 0.901  2.541e+14 6.806e+13  1.134e+45 3.862e+43   14.900  0.621   16.280  0.660  2.858e-01 4.000e-01  3.492e-02 4.120e-02  2.401e-03 5.338e-03  2.212e-03 5.822e-05  4.455e-02 1.172e-03  0.1961   1.3528   41.41  13.12  102.50  16.38  1.16 0.14   3.641  0.717    0.429   1.704e+14 1.122e+13  2.280e+13 3.456e+11  0.1338 0.0090   1.958e+14 1.393e+13  2.844e+13 4.311e+11  0.1453 0.0106
MACS_J0451.9+0006                 4:51:54.38    0:06:19.9  0.4300  0.972 0.091   5.725 0.785  4.087e+14 1.156e+14  0.443 0.047   5.994 0.907  1.932e+14 6.141e+13  1.032e+45 4.484e+43    6.505  0.880    9.199  1.076  1.917e+00 2.320e+00  4.110e-01 3.829e-01  1.259e-02 3.147e-02  3.182e-03 8.374e-05  7.077e-02 1.862e-03  0.3873   0.1031     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0455.2+0657                 4:55:17.28    6:57:48.3  0.4250  1.081 0.119   6.952 1.118  5.588e+14 1.850e+14  0.478 0.048   6.848 0.986  2.413e+14 7.304e+13  1.314e+45 6.879e+43   13.472  1.220   11.548  1.095  1.527e-01 5.717e-01  1.896e-01 2.227e-01  3.334e-03 1.761e-02  2.242e-03 5.899e-05  7.070e-02 1.861e-03  0.2899   1.1547     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
