Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
MACS_J0553.4-3342                 5:53:25.78  -33:42:30.7  0.4070  1.443 0.103  11.781 0.953  1.304e+15 2.804e+14  0.649 0.038  11.728 0.894  5.925e+14 1.041e+14  2.169e+45 2.606e+43    3.469  0.141    3.651  0.144  6.835e+00 1.141e+00  6.023e-01 1.206e-01  1.042e-01 2.513e-02  4.230e-03 1.113e-04  8.174e-02 2.151e-03  0.2753   3.1166   86.72  47.36  249.51  57.70  0.61 0.12   5.851  1.971    0.670   6.544e+14 5.081e+13  6.225e+13 2.156e+12  0.0951 0.0081   6.288e+14 4.801e+13  6.042e+13 2.093e+12  0.0961 0.0081
MACS_J0647.8+7015                 6:47:50.03   70:14:49.7  0.5907  1.182 0.133   9.796 1.402  8.781e+14 2.987e+14  0.540 0.058  10.115 1.394  4.189e+14 1.352e+14  2.194e+45 7.614e+43   15.275  0.714    8.250  0.465  3.036e-01 3.667e-01  4.150e-01 1.549e-01  2.633e-03 6.213e-03  2.444e-03 6.431e-05  6.074e-02 1.598e-03  0.3734  -6.0806  179.32  16.56   39.75   8.07  1.66 0.11   8.463  5.761      -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0712.3+5931                 7:12:20.74   59:32:20.2  0.3280  0.989 0.095   5.348 0.796  3.865e+14 1.117e+14  0.409 0.036   4.704 0.616  1.368e+14 3.573e+13  4.967e+44 1.705e+43   17.838  1.305   45.911  2.996  2.901e-01 5.066e-01  1.857e-01 1.722e-01  2.082e-02 3.234e-02  1.914e-03 5.038e-05  7.763e-02 2.043e-03  0.3243  -0.2387     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0717+3745                   7:17:31.65   37:45:18.5  0.5458  1.432 0.100  13.427 0.744  1.487e+15 3.134e+14  0.647 0.033  13.432 0.723  6.864e+14 1.050e+14  3.249e+45 4.779e+43    2.539  0.136    3.186  0.134  1.568e+00 4.331e-01  3.884e-01 7.681e-02  8.467e-02 2.156e-02  3.316e-03 8.727e-05  6.691e-02 1.761e-03  0.2806   0.6951   41.91 171.98  352.34 178.71  0.38 0.16  11.820  3.337    0.512   3.396e+14 2.316e+13  4.639e+13 4.982e+11  0.1366 0.0094   4.734e+14 2.716e+13  8.074e+13 6.890e+11  0.1705 0.0099
MACS_J0744.9+3927                 7:44:52.80   39:27:24.4  0.6976  1.025 0.081   8.402 0.742  6.464e+14 1.538e+14  0.442 0.031   7.847 0.649  2.594e+14 5.484e+13  2.135e+45 7.359e+43    9.582  0.412   12.471  0.479  2.125e+00 5.859e-01  8.080e-03 1.671e-02  2.924e-03 3.814e-03  4.173e-03 1.098e-04  2.954e-02 7.773e-04  0.0523  -2.8175  185.03  31.11   21.59  12.29  1.88 0.33   9.422  5.078    0.391   1.796e+14 9.034e+13  2.846e+13 4.501e+11  0.1584 0.0797   2.081e+14 1.087e+13  3.508e+13 5.682e+11  0.1686 0.0092
MACS_J0911.2+1746                 9:11:11.72   17:46:32.5  0.5049  1.002 0.093   6.546 0.840  4.859e+14 1.357e+14  0.460 0.045   6.926 0.930  2.353e+14 6.963e+13  9.007e+44 4.440e+43    5.611  0.565    8.090  0.709      -         -          -         -          -         -          -         -          -         -      0.1818   3.4510     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J0949.8+1708                 9:49:51.64   17:07:07.3  0.3826  1.307 0.168   9.543 1.813  9.454e+14 3.670e+14  0.576 0.062   9.232 1.449  4.041e+14 1.310e+14  1.615e+45 5.748e+43   15.634  0.807    6.349  0.455      -         -          -         -          -         -          -         -          -         -      0.1411   4.5661     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J1006.9+3200                10:06:54.72   32:01:42.8  0.3590  1.390 0.287  10.460 3.316  1.109e+15 6.960e+14  0.638 0.135  10.877 3.451  5.364e+14 3.454e+14  6.065e+44 3.899e+43      -      -      9.607  1.229  1.738e+01 6.636e+00  4.950e-01 4.592e-01  2.053e-02 5.403e-02  5.330e-03 1.403e-04  8.187e-02 2.154e-03  0.5720   1.6782     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J1105.7-1014                11:05:46.45  -10:14:37.9  0.4660  1.321 0.258  10.594 2.978  1.068e+15 6.329e+14  0.589 0.109  10.449 2.736  4.738e+14 2.666e+14  1.348e+45 8.491e+43      -      -      7.782  0.921  6.279e+00 3.712e+00  1.468e-02 7.312e-02  9.528e-03 3.107e-02  4.582e-03 1.206e-04  7.123e-02 1.874e-03  0.0999  -2.0799     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J1108.9+0906                11:08:55.29    9:05:55.9  0.4490  1.025 0.080   6.459 0.708  4.899e+14 1.151e+14  0.472 0.036   6.865 0.733  2.391e+14 5.509e+13  9.540e+44 3.877e+43    4.721  0.475    8.216  0.654  1.624e+00 1.352e+00  8.780e-02 1.065e-01  1.313e-03 1.162e-02  3.371e-03 8.872e-05  4.321e-02 1.137e-03  0.1972   1.8166    0.00  19.43   84.13  51.14  1.38 0.46   2.594  2.224    0.425   1.740e+14 9.368e+12  2.127e+13 4.586e+11  0.1222 0.0071   1.937e+14 1.149e+13  2.570e+13 5.185e+11  0.1326 0.0083
MACS_J1115.8+0129                11:15:52.05    1:29:56.5  0.3520  1.349 0.104   9.819 1.024  1.005e+15 2.327e+14  0.589 0.037   9.334 0.826  4.183e+14 7.860e+13  1.864e+45 3.557e+43   12.876  0.333   12.623  0.330  2.384e-01 1.846e-01  1.440e-01 4.209e-02  3.339e-04 1.234e-03  1.981e-03 5.213e-05  7.486e-02 1.970e-03  0.2371   1.0392   62.29   7.78   70.98  11.89  1.94 0.29   2.947  0.701    0.562   3.643e+14 1.130e+13  4.139e+13 5.390e+11  0.1136 0.0038   3.463e+14 1.757e+13  4.364e+13 6.441e+11  0.1260 0.0067
MACS_J1149.6+2223                11:49:35.86   22:23:55.0  0.5444  1.112 0.084   8.317 0.778  6.948e+14 1.577e+14  0.503 0.035   8.467 0.760  3.206e+14 6.724e+13  2.097e+45 6.859e+43    3.013  0.272    3.795  0.286  2.962e-01 4.330e-01  6.409e-01 2.073e-01  9.554e-03 1.454e-02  3.178e-03 8.363e-05  4.018e-02 1.057e-03  0.3108   0.8792  347.58  21.60    2.08   1.69  2.81 0.40  15.920 10.325    0.270   4.984e+13 1.297e+14  1.055e+13 2.708e+11  0.2116 0.5509   2.916e+14 5.073e+13  4.036e+13 7.635e+11  0.1384 0.0242
MACS_J1206.2-0847                12:06:12.28   -8:48:02.4  0.4400  1.337 0.119  10.549 1.229  1.076e+15 2.889e+14  0.606 0.050  10.715 1.203  5.010e+14 1.233e+14  3.000e+45 6.802e+43    9.016  0.350    7.072  0.308  2.105e+00 8.761e-01  9.191e-02 6.641e-02  1.310e-02 1.301e-02  3.702e-03 9.741e-05  7.525e-02 1.980e-03  0.1600   3.6635  121.22   8.30   75.00   7.85  1.41 0.07   5.534  1.166    0.580   4.383e+14 2.304e+13  5.847e+13 9.847e+11  0.1334 0.0074   4.630e+14 2.463e+13  6.241e+13 1.011e+12  0.1348 0.0075
MACS_J1311.0-0311                13:11:01.67   -3:10:39.5  0.4940  0.958 0.060   5.944 0.493  4.194e+14 7.861e+13  0.428 0.026   6.017 0.478  1.875e+14 3.358e+13  1.012e+45 3.088e+43    7.664  0.356   20.045  0.691      -         -          -         -          -         -          -         -          -         -      0.0903   4.4587   43.38   3.93   79.47   6.00  1.38 0.07   2.498  0.334    0.417   1.732e+14 1.558e+13  2.031e+13 3.053e+11  0.1172 0.0107   1.787e+14 1.599e+13  2.101e+13 3.302e+11  0.1176 0.0107
MACS_J1354.6+7715                13:54:44.59   77:15:18.5  0.3967  1.106 0.102   7.065 0.957  5.805e+14 1.619e+14  0.467 0.041   6.389 0.811  2.185e+14 5.763e+13  7.705e+44 3.291e+43   16.100  1.182   17.708  1.275      -         -          -         -          -         -          -         -          -         -      0.5350   0.2426     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J1359.2-1929                13:59:10.22  -19:29:25.1  0.4470  1.005 0.119   6.201 1.072  4.598e+14 1.642e+14  0.456 0.059   6.449 1.187  2.157e+14 8.404e+13  7.967e+44 3.446e+43   97.328  4.391   52.091  2.415  5.722e-01 4.838e-01  1.265e-02 2.961e-02  1.960e-04 5.025e-03  2.664e-03 7.011e-05  5.079e-02 1.337e-03  0.1072  -1.5835     -      -       -      -     -    -       -      -      0.356   1.020e+14 4.456e+12  1.277e+13 2.725e+11  0.1252 0.0061   1.375e+14 5.914e+12  1.901e+13 3.771e+11  0.1382 0.0065
MACS_J1427.6-2521                14:27:39.44  -25:21:02.9  0.3180  0.922 0.049   4.639 0.357  3.099e+14 4.923e+13  0.410 0.020   4.670 0.337  1.363e+14 2.027e+13  5.672e+44 1.731e+43    8.244  0.480   30.193  1.245  2.496e-02 1.709e-01  3.034e-02 4.311e-02  1.413e-03 5.612e-03  1.192e-03 3.137e-05  7.486e-02 1.970e-03  0.0790   6.2832    1.15   4.52  151.86   9.41  0.97 0.06   0.824  0.112    0.356   8.877e+13 1.807e+13  1.052e+13 2.106e+11  0.1185 0.0242   1.538e+14 7.139e+12  1.314e+13 2.105e+11  0.0854 0.0042
MACS_J1532.8+3021                15:32:53.78   30:20:58.7  0.3450  1.181 0.052   7.589 0.383  6.690e+14 8.783e+13  0.522 0.021   7.451 0.411  2.892e+14 3.563e+13  1.611e+45 1.715e+43    7.564  0.125   18.121  0.208  1.017e-01 5.650e-02  3.087e-02 1.080e-02  1.503e-04 3.475e-04  1.524e-03 4.011e-05  4.901e-02 1.290e-03  0.1869   2.5785   45.13   8.47   61.95  10.25  1.53 0.13   2.585  0.294    0.498   2.507e+14 8.774e+12  3.214e+13 3.431e+11  0.1282 0.0047   2.627e+14 9.075e+12  3.430e+13 3.603e+11  0.1306 0.0047
MACS_J1621.3+3810                16:21:24.80   38:10:08.7  0.4650  1.072 0.067   7.145 0.584  5.693e+14 1.074e+14  0.482 0.029   7.234 0.585  2.584e+14 4.672e+13  9.371e+44 2.552e+43   10.743  0.324   19.403  0.485  1.762e-01 1.442e-01  1.149e-02 1.169e-02  8.125e-04 1.811e-03  2.253e-03 5.929e-05  2.638e-02 6.942e-04  0.1253  -5.4926   84.12  17.09   86.00  18.11  1.34 0.15   5.965  3.753    0.478   2.528e+14 6.915e+12  2.419e+13 3.899e+11  0.0957 0.0030   2.550e+14 6.903e+12  2.444e+13 3.938e+11  0.0958 0.0030
MACS_J1720.2+3536                17:20:16.95   35:36:23.6  0.3913  1.197 0.083   8.150 0.767  7.318e+14 1.526e+14  0.530 0.032   7.993 0.670  3.172e+14 5.724e+13  1.299e+45 3.032e+43   10.775  0.341   13.119  0.382  6.023e-01 3.182e-01  3.495e-02 2.584e-02  1.732e-03 3.329e-03  2.964e-03 7.800e-05  8.534e-02 2.246e-03  0.1423   4.7959   83.26   5.42   59.63   6.88  1.88 0.12   3.461  0.850    0.478   2.332e+14 1.040e+13  2.865e+13 4.167e+11  0.1229 0.0058   2.628e+14 1.237e+13  3.318e+13 4.816e+11  0.1263 0.0062
MACS_J1824.3+4309                18:24:19.01   43:09:48.6  0.4870  1.072 0.231   7.301 2.282  5.831e+14 3.836e+14  0.476 0.098   7.234 2.081  2.553e+14 1.593e+14  1.212e+45 4.353e+43      -      -     28.842  1.792  3.351e-01 4.259e-01  3.191e-04 2.575e-02  3.556e-03 9.968e-03  2.204e-03 5.800e-05  3.639e-02 9.576e-04  0.5739   0.0975     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J1829.0+6913                18:29:05.64   69:14:07.1  0.2030  0.890 0.051   3.877 0.342  2.482e+14 4.241e+13  0.402 0.020   4.058 0.308  1.146e+14 1.687e+13  2.011e+44 7.521e+42    5.574  0.339      -      -    3.472e-01 4.689e-01  2.217e-02 4.368e-02  8.598e-03 1.314e-02  1.662e-03 4.375e-05  8.120e-02 2.137e-03  0.1768   6.2832   19.04   2.46  117.97   5.28  1.21 0.05   1.316  0.312    0.405   1.169e+14 9.056e+12  8.555e+12 2.306e+11  0.0732 0.0060   1.159e+14 8.896e+12  8.499e+12 2.291e+11  0.0733 0.0060
MACS_J1931.8-2635                19:31:49.66  -26:34:34.0  0.3520  1.203 0.051   7.907 0.360  7.119e+14 9.107e+13  0.540 0.018   7.960 0.332  3.217e+14 3.292e+13  2.435e+45 2.569e+43    8.884  0.162   15.562  0.206  1.939e-02 2.938e-02  1.331e-01 2.420e-02  3.248e-04 6.750e-04  1.306e-03 3.436e-05  7.234e-02 1.904e-03  0.2825   4.6475   10.10   3.74  103.13   6.29  1.28 0.06   0.444  0.281    0.472   2.152e+14 1.574e+13  3.387e+13 3.284e+11  0.1574 0.0116   2.517e+14 2.546e+13  4.008e+13 4.407e+11  0.1592 0.0162
MACS_J2046.0-3430                20:46:00.50  -34:30:17.1  0.4230  0.985 0.066   5.825 0.553  4.217e+14 8.515e+13  0.428 0.024   5.613 0.444  1.737e+14 2.975e+13  1.382e+45 4.303e+43   12.531  0.598   21.947  0.893  2.776e-02 8.460e-02  9.563e-04 6.334e-03  1.751e-05 1.232e-03  1.367e-03 3.597e-05  6.807e-02 1.791e-03  0.0575   1.8090    5.46   1.16  100.55   3.54  1.22 0.04   0.517  0.045    0.401   1.423e+14 7.173e+12  1.815e+13 3.036e+11  0.1275 0.0068   1.532e+14 7.827e+12  2.006e+13 3.019e+11  0.1310 0.0070
MACS_J2129-0741                  21:29:26.56   -7:41:27.0  0.5889  1.073 0.103   8.159 0.995  6.567e+14 1.891e+14  0.479 0.044   8.119 0.949  2.918e+14 7.974e+13  2.315e+45 9.483e+43    8.143  0.537    8.029  0.533  6.120e+00 1.865e+00  5.400e-02 5.888e-02  2.656e-03 9.420e-03  5.237e-03 1.378e-04  9.109e-02 2.397e-03  0.1611   6.0764     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J2135-0102                  21:35:11.03   -1:02:54.3  0.3250  1.237 0.117   8.126 1.150  7.537e+14 2.137e+14  0.557 0.051   8.207 1.119  3.433e+14 9.386e+13  7.413e+44 2.777e+43   13.278  0.875    8.779  0.647  2.175e+00 1.237e+00  1.095e-01 1.106e-01  1.445e-02 2.112e-02  2.945e-03 7.750e-05  6.803e-02 1.790e-03  0.2349   2.2072     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MACS_J2140.2-2339                21:40:15.18  -23:39:40.7  0.3130  1.076 0.052   6.153 0.413  4.890e+14 7.062e+13  0.468 0.019   5.926 0.343  2.014e+14 2.482e+13  8.097e+44 1.580e+43   10.301  0.206   17.566  0.277  1.406e-04 8.932e-03  1.036e-02 7.882e-03  3.000e-04 7.903e-04  5.774e-04 1.519e-05  6.828e-02 1.797e-03  0.1116   2.6836   62.10   7.36   53.03   7.77  1.71 0.11   3.506  0.971    0.458   1.893e+14 1.233e+13  2.239e+13 2.170e+11  0.1183 0.0078   1.928e+14 1.267e+13  2.301e+13 2.231e+11  0.1194 0.0079
MACS_J2214-1359                  22:14:57.47  -14:00:09.4  0.4830  1.168 0.099   8.556 0.958  7.520e+14 1.915e+14  0.530 0.043   8.750 0.962  3.504e+14 8.550e+13  1.994e+45 6.304e+43    6.913  0.392    7.102  0.398  6.840e-02 1.864e-01  2.364e-01 9.673e-02  7.958e-03 1.293e-02  2.365e-03 6.225e-05  4.480e-02 1.179e-03  0.2690   5.4837  123.20  20.75   93.08  23.89  1.12 0.19   6.022  1.758    0.475   2.533e+14 1.567e+13  3.233e+13 6.362e+11  0.1276 0.0083   2.812e+14 1.809e+13  3.904e+13 7.274e+11  0.1388 0.0093
MACS_J2229.8-2756                22:29:45.36  -27:55:38.4  0.3240  1.029 0.071   5.727 0.597  4.337e+14 9.005e+13  0.464 0.030   5.875 0.563  1.984e+14 3.838e+13  9.041e+44 2.851e+43   13.711  0.441   18.477  0.528  2.188e-02 6.590e-02  4.540e-02 3.449e-02  7.530e-04 2.418e-03  1.107e-03 2.912e-05  6.271e-02 1.650e-03  0.2183   4.9190   53.10   4.17   57.28   5.78  1.63 0.11   2.893  0.415    0.416   1.433e+14 5.060e+12  1.896e+13 3.161e+11  0.1323 0.0052   1.610e+14 5.530e+12  2.191e+13 3.922e+11  0.1360 0.0053
MACS_J2245.0+2637                22:45:04.66   26:38:03.4  0.3040  1.102 0.100   6.387 0.903  5.211e+14 1.425e+14  0.499 0.043   6.583 0.870  2.412e+14 6.290e+13  9.769e+44 3.622e+43   12.712  0.621   13.967  0.663  8.686e-02 2.415e-01  9.621e-02 1.073e-01  4.471e-03 1.122e-02  1.805e-03 4.751e-05  7.903e-02 2.080e-03  0.2442  -2.2317   89.77   4.79   39.34   5.25  1.98 0.13   3.828  0.837    0.491   2.307e+14 1.689e+13  2.536e+13 4.157e+11  0.1099 0.0082   2.335e+14 1.740e+13  2.591e+13 4.247e+11  0.1110 0.0085
MCXC_J0027.8+2616                 0:27:45.18   26:16:32.1  0.3668  1.058 0.115   6.307 1.041  4.932e+14 1.614e+14  0.477 0.049   6.443 0.973  2.252e+14 6.910e+13  4.699e+44 2.542e+43   36.414  5.013   20.557  2.525      -         -          -         -          -         -          -         -          -         -      0.7557  -0.5057     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MCXC_J0035.4-2015                 0:35:26.57  -20:15:46.0  0.3640  1.140 0.078   7.235 0.704  6.143e+14 1.264e+14  0.509 0.033   7.234 0.665  2.727e+14 5.239e+13  1.921e+45 4.803e+43    4.292  0.263    6.737  0.325      -         -          -         -          -         -          -         -          -         -      0.3321   0.4984  142.28   9.76   35.99   7.52  1.61 0.13   6.673  2.332    0.490   2.444e+14 8.835e+12  3.578e+13 5.868e+11  0.1464 0.0058   2.546e+14 9.192e+12  3.783e+13 6.167e+11  0.1486 0.0059
MCXC_J0142.0+2131                 1:42:03.23   21:31:16.3  0.2803  1.186 0.074   7.173 0.656  6.342e+14 1.184e+14  0.526 0.030   7.098 0.596  2.762e+14 4.675e+13  8.826e+44 2.568e+43    4.705  0.375    9.180  0.553  1.553e+00 1.231e+00  1.728e-01 1.495e-01  2.249e-02 2.661e-02  2.364e-03 6.221e-05  4.245e-02 1.117e-03  0.2158   0.0819     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MCXC_J0152.5-2853                 1:52:34.50  -28:53:37.3  0.3410  1.026 0.072   5.797 0.603  4.370e+14 9.160e+13  0.457 0.031   5.826 0.584  1.931e+14 3.942e+13  7.619e+44 2.880e+43    5.855  0.530   10.114  0.699  3.715e+00 2.145e+00  2.240e-01 1.500e-01  1.158e-02 2.247e-02  3.367e-03 8.860e-05  4.584e-02 1.206e-03  0.2461   1.2837     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
MCXC_J0220.9-3829                 2:20:56.58  -38:28:51.2  0.2287  0.941 0.053   4.424 0.387  3.005e+14 5.111e+13  0.414 0.023   4.378 0.373  1.278e+14 2.117e+13  4.332e+44 1.692e+43    7.332  0.501   23.228  1.076  2.971e-01 4.805e-01  2.261e-01 1.652e-01  3.222e-04 8.178e-03  1.461e-03 3.845e-05  7.975e-02 2.099e-03  0.3199   1.5948   22.77   4.07  120.98   6.49  0.91 0.06   1.291  0.300    0.376   9.553e+13 4.411e+12  1.143e+13 2.411e+11  0.1196 0.0061   1.061e+14 5.304e+12  1.326e+13 2.859e+11  0.1250 0.0068
MCXC_J0301.6+0155                 3:01:38.21    1:55:14.7  0.1695  0.935 0.048   4.131 0.331  2.781e+14 4.289e+13  0.432 0.022   4.492 0.354  1.372e+14 2.055e+13  4.707e+44 1.045e+43    6.862  0.352   19.333  0.636  5.732e-01 5.962e-01  8.548e-04 1.966e-02  2.599e-04 4.096e-03  9.559e-04 2.516e-05  5.930e-02 1.560e-03  0.0712   1.2433   11.23   1.16  107.51   3.28  1.25 0.04   0.437  0.062    0.428   1.331e+14 5.957e+12  1.355e+13 2.925e+11  0.1018 0.0051   1.345e+14 6.053e+12  1.374e+13 2.966e+11  0.1021 0.0051
MCXC_J0303.7-7752                 3:03:45.90  -77:52:45.2  0.2742  1.405 0.121   9.818 1.248  1.046e+15 2.714e+14  0.630 0.046   9.801 1.070  4.722e+14 1.031e+14  1.104e+45 2.433e+43    8.952  0.368    5.722  0.281  2.917e+00 1.339e+00  1.104e-01 8.634e-02  8.859e-04 6.288e-03  2.719e-03 7.156e-05  6.844e-02 1.801e-03  0.1060  -3.5730    0.00  49.07  239.92  59.11  0.84 0.14   7.655 99.999    0.631   4.740e+14 3.455e+13  4.286e+13 7.453e+11  0.0904 0.0068   4.737e+14 3.453e+13  4.278e+13 7.439e+11  0.0903 0.0068
MCXC_J0331.1-2100                 3:31:06.02  -21:00:32.9  0.1880  1.143 0.072   6.140 0.619  5.170e+14 9.804e+13  0.495 0.026   5.846 0.484  2.100e+14 3.320e+13  5.481e+44 1.350e+43   12.035  0.392   17.616  0.500  6.457e-01 5.116e-01  1.376e-01 8.884e-02  5.642e-03 9.292e-03  1.697e-03 4.466e-05  5.677e-02 1.494e-03  0.1878   2.8433   67.10   7.04   61.66   9.42  1.60 0.24   3.625  0.702    0.421   1.293e+14 7.203e+12  1.586e+13 2.702e+11  0.1227 0.0071   1.576e+14 7.592e+12  1.981e+13 3.900e+11  0.1257 0.0065
